decode(ms),convert_rgb(ms),filter(ms),display(ms),time_in_callback(ms),avg_decoded(ms),avg_rgb(ms),avg_filtered(ms),avg_rendered(ms),avg_total_time_to_display(ms),total_slow_frames,total_callbacks,real_play_time(sec),actual_fps,total_video_frames,default_fps,max_frame_time(ms),correct_play_time(sec)
146.187,26.5149,17.6564,9.04256,199.401,52.6569,26.5685,15.557,2.94781,97.6901,352,352,34.2842,10.2671,351,25,40,14.04
49.0195,26.7632,14.7935,5.40759,95.9837,
44.1108,26.9932,16.2801,2.69311,90.0772,
51.1977,26.8385,15.0669,2.77352,95.8765,
49.0217,26.7375,15.8049,2.83017,94.3943,
52.8795,26.5272,15.3176,2.84372,97.568,
145.414,26.499,14.8958,2.82272,189.632,
51.8461,26.5002,14.8718,4.80659,98.0248,
48.588,26.5392,14.1277,2.87048,92.1254,
48.9026,26.4633,16.9886,2.83307,95.1875,
48.2274,26.4883,16.4253,2.86077,94.0018,
80.676,26.5241,17.2713,4.90335,129.375,
49.8203,26.5196,16.8882,2.85272,96.0808,
53.3571,26.5886,16.3796,2.80623,99.1315,
47.9224,26.5543,13.7662,2.85742,91.1004,
54.0818,26.5101,14.6207,2.85828,98.071,
47.4669,26.536,15.6066,2.86659,92.476,
55.7289,26.5083,14.6951,2.85961,99.7919,
150.895,26.5538,15.6168,2.86833,195.934,
56.7788,26.5216,17.7711,2.8664,103.938,
51.3265,26.5086,15.6088,2.85037,96.2944,
58.6246,26.5596,17.3688,2.81117,105.364,
52.2129,26.4955,13.9779,2.83863,95.5248,
76.1215,26.4968,15.9173,4.81576,123.351,
55.2931,26.5448,14.434,2.85611,99.1281,
59.8476,26.5619,16.4457,2.89653,105.752,
52.253,26.4994,14.0106,2.87437,95.6373,
57.5369,26.5989,16.7713,2.87987,103.787,
51.417,26.5153,14.5999,2.89777,95.4299,
57.3628,26.5265,15.1976,2.81521,101.902,
50.8496,26.5021,17.0616,2.84676,97.2601,
56.7775,26.561,16.134,2.82028,102.293,
50.9302,26.5284,14.3178,2.87865,94.6551,
56.9853,26.4897,15.8201,2.84932,102.144,
49.7261,26.5788,16.0699,2.77147,95.1463,
69.9525,26.4956,16.5167,4.98367,117.948,
52.0454,26.5214,16.1325,2.80306,97.5024,
58.7168,26.5052,15.3678,2.8805,103.47,
49.8254,26.5093,15.0165,2.8303,94.1816,
57.6077,26.5051,14.974,2.89126,101.978,
48.3327,26.5457,16.0784,2.84917,93.806,
57.2805,26.501,14.1874,2.8648,100.834,
49.3253,26.5097,14.3876,2.88998,93.1126,
60.8013,26.5252,14.8233,2.80871,104.959,
47.2136,26.5032,14.9779,2.77818,91.4728,
56.3401,26.5108,14.1035,2.80123,99.7555,
49.1698,26.5743,14.8066,2.84512,93.3957,
62.6439,26.4998,16.6859,6.32921,112.159,
47.7268,26.5371,17.5279,2.78845,94.5803,
60.1843,26.5807,14.8322,2.80016,104.397,
46.9213,26.5094,15.0699,2.88948,91.3901,
60.5166,26.5304,16.9299,2.8782,106.855,
49.6215,26.4932,13.9192,2.85258,92.8866,
61.721,26.5708,15.7996,2.88874,106.98,
46.436,26.5116,14.7829,2.83965,90.5702,
60.4441,26.4965,14.5646,2.85297,104.358,
48.5456,26.582,14.4771,2.87276,92.4775,
60.8906,26.4868,14.4183,2.90707,104.703,
47.835,26.5013,17.4615,2.82395,94.6217,
62.7514,26.5205,15.6382,6.80488,111.715,
47.0951,26.511,16.8982,2.88193,93.3862,
59.4013,26.4864,14.6667,2.85973,103.414,
46.6915,26.5133,14.8422,2.86308,90.9102,
57.2541,26.4786,14.6077,2.86621,101.207,
46.1585,26.5642,14.9129,2.80321,90.4387,
58.4658,26.4899,14.9898,2.82621,102.772,
45.5083,26.544,15.2001,2.86054,90.1129,
56.663,26.4868,17.3465,2.8483,103.345,
